"에너지원별(1)","에너지원별(2)",에너지원별(3),사업/자가구분별(1),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"에너지원별(1)","에너지원별(2)",에너지원별(3),사업/자가구분별(1),전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
"① 재생에너지","해양",소계,사업용,255580,-,-,-,-,-,-,-,-,254000,-,-,-,-,1080,-,-,500,255580,-,-,-,-,-,-,-,-,254000,-,-,-,-,1080,-,-,500,255580,-,-,-,-,-,-,-,-,254000,-,-,-,-,1080,-,-,500
"① 재생에너지","바이오",소계,계,3578983,8865,6690,10260,245230,2120,99,562430,5000,80123,520715,3380,793870,618873,30354,6850,326985,357139,3664456,8865,7290,10060,245230,2140,99,562430,5000,81004,523515,3500,770060,618813,36795,8600,384205,396850,3219698,8865,8090,10060,243330,2140,95,36430,5000,85124,593365,3892,774980,619812,36795,8600,385370,397750
"① 재생에너지","바이오",소계,사업용,3508257,6865,6690,8850,245230,2120,99,526000,5000,76693,520715,2540,768570,618813,29948,6450,326535,357139,3591765,6865,6690,8850,245230,2140,99,526000,5000,76943,523515,2660,744760,618813,36695,6450,384205,396850,3168985,6865,6690,8850,243330,2140,95,-,5000,81063,592865,2660,774580,619812,36695,6450,385040,396850
"① 재생에너지","바이오",소계,자가용,70726,2000,-,1410,-,-,-,36430,-,3430,-,840,25300,60,406,400,450,-,72691,2000,600,1210,-,-,-,36430,-,4061,-,840,25300,-,100,2150,-,-,50713,2000,1400,1210,-,-,-,36430,-,4061,500,1232,400,-,100,2150,330,900
"① 재생에너지","바이오",바이오가스,계,61590,8865,3516,1410,4300,-,-,-,-,17393,2535,2580,5170,7010,712,1450,3460,3189,65816,8865,4116,1210,4300,20,-,-,-,18274,2335,2700,6260,6950,406,3200,4280,2900,69712,8865,4916,1210,2400,20,-,-,-,18494,2835,3092,7080,7949,406,3200,5445,3800
"① 재생에너지","바이오",바이오가스,사업용,52194,6865,3516,-,4300,-,-,-,-,13963,2535,1740,4770,6950,306,1050,3010,3189,54455,6865,3516,-,4300,20,-,-,-,14213,2335,1860,5860,6950,306,1050,4280,2900,55429,6865,3516,-,2400,20,-,-,-,14433,2335,1860,6680,7949,306,1050,5115,2900
"① 재생에너지","바이오",바이오가스,자가용,9396,2000,-,1410,-,-,-,-,-,3430,-,840,400,60,406,400,450,-,11361,2000,600,1210,-,-,-,-,-,4061,-,840,400,-,100,2150,-,-,14283,2000,1400,1210,-,-,-,-,-,4061,500,1232,400,-,100,2150,330,900
"① 재생에너지","바이오",매립지가스,계,66309,-,3174,-,50000,2120,99,-,-,-,980,800,-,1498,2563,2450,1625,1000,66309,-,3174,-,50000,2120,99,-,-,-,980,800,-,1498,2563,2450,1625,1000,66305,-,3174,-,50000,2120,95,-,-,-,980,800,-,1498,2563,2450,1625,1000
"① 재생에너지","바이오",매립지가스,사업용,66309,-,3174,-,50000,2120,99,-,-,-,980,800,-,1498,2563,2450,1625,1000,66309,-,3174,-,50000,2120,99,-,-,-,980,800,-,1498,2563,2450,1625,1000,66305,-,3174,-,50000,2120,95,-,-,-,980,800,-,1498,2563,2450,1625,1000
"① 재생에너지","바이오",매립지가스,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",우드칩,계,126879,-,-,4500,12600,-,-,-,-,4151,60000,-,24900,13037,7691,-,-,-,77314,-,-,4500,12600,-,-,-,-,-,-,-,38900,9137,12177,-,-,-,41414,-,-,4500,12600,-,-,-,-,-,-,-,-,12137,12177,-,-,-
"① 재생에너지","바이오",우드칩,사업용,101979,-,-,4500,12600,-,-,-,-,4151,60000,-,-,13037,7691,-,-,-,77314,-,-,4500,12600,-,-,-,-,-,-,-,38900,9137,12177,-,-,-,41414,-,-,4500,12600,-,-,-,-,-,-,-,-,12137,12177,-,-,-
"① 재생에너지","바이오",우드칩,자가용,24900,-,-,-,-,-,-,-,-,-,-,-,24900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",목재펠릿,계,1643778,-,-,-,167000,-,-,-,-,-,427200,-,315762,533816,-,-,200000,-,2075903,-,-,-,167000,-,-,-,-,-,430200,-,547500,546373,16430,-,368400,-,2025253,-,-,-,167000,-,-,-,-,-,499550,-,427500,546373,16430,-,368400,-
"① 재생에너지","바이오",목재펠릿,사업용,1643778,-,-,-,167000,-,-,-,-,-,427200,-,315762,533816,-,-,200000,-,2075903,-,-,-,167000,-,-,-,-,-,430200,-,547500,546373,16430,-,368400,-,2025253,-,-,-,167000,-,-,-,-,-,499550,-,427500,546373,16430,-,368400,-
"① 재생에너지","바이오",목재펠릿,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",폐목재,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",폐목재,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",폐목재,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",흑액,계,36430,-,-,-,-,-,-,36430,-,-,-,-,-,-,-,-,-,-,36430,-,-,-,-,-,-,36430,-,-,-,-,-,-,-,-,-,-,36430,-,-,-,-,-,-,36430,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",흑액,자가용,36430,-,-,-,-,-,-,36430,-,-,-,-,-,-,-,-,-,-,36430,-,-,-,-,-,-,36430,-,-,-,-,-,-,-,-,-,-,36430,-,-,-,-,-,-,36430,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",하수슬러지고형연료,계,338996,-,-,-,-,-,-,-,-,-,-,-,280046,-,-,2950,56000,-,52950,-,-,-,-,-,-,-,-,-,-,-,50000,-,-,2950,-,-,132950,-,-,-,-,-,-,-,-,-,-,-,130000,-,-,2950,-,-
"① 재생에너지","바이오",하수슬러지고형연료,사업용,338996,-,-,-,-,-,-,-,-,-,-,-,280046,-,-,2950,56000,-,52950,-,-,-,-,-,-,-,-,-,-,-,50000,-,-,2950,-,-,132950,-,-,-,-,-,-,-,-,-,-,-,130000,-,-,2950,-,-
"① 재생에너지","바이오",Bio-SRF,계,424651,-,-,-,11330,-,-,-,5000,58579,30000,-,167991,63512,19388,-,65900,2950,369384,-,-,-,11330,-,-,-,5000,62730,90000,-,127400,54855,5219,-,9900,2950,453284,-,-,-,11330,-,-,-,5000,66630,90000,-,210400,51855,5219,-,9900,2950
"① 재생에너지","바이오",Bio-SRF,사업용,424651,-,-,-,11330,-,-,-,5000,58579,30000,-,167991,63512,19388,-,65900,2950,344484,-,-,-,11330,-,-,-,5000,62730,90000,-,102500,54855,5219,-,9900,2950,453284,-,-,-,11330,-,-,-,5000,66630,90000,-,210400,51855,5219,-,9900,2950
"① 재생에너지","바이오",Bio-SRF,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24900,-,-,-,-,-,-,-,-,-,-,-,24900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",바이오중유,계,880350,-,-,4350,-,-,-,526000,-,-,-,-,-,-,-,-,-,350000,920350,-,-,4350,-,-,-,526000,-,-,-,-,-,-,-,-,-,390000,394350,-,-,4350,-,-,-,-,-,-,-,-,-,-,-,-,-,390000
"① 재생에너지","바이오",바이오중유,사업용,880350,-,-,4350,-,-,-,526000,-,-,-,-,-,-,-,-,-,350000,920350,-,-,4350,-,-,-,526000,-,-,-,-,-,-,-,-,-,390000,394350,-,-,4350,-,-,-,-,-,-,-,-,-,-,-,-,-,390000
"① 재생에너지","폐기물",소계,계,507374,35150,40195,14900,39810,4360,8800,7000,3250,73393,14258,23603,9710,16585,140218,42195,13283,20664,473322,35150,40195,14900,5880,4360,8800,9200,3370,73393,14008,22754,14572,16585,133125,42035,14464,20532,471702,35150,40195,14900,5880,4360,8800,5500,3370,74493,19588,15553,14572,16585,133125,44635,14464,20532
"① 재생에너지","폐기물",소계,사업용,333288,27950,33900,9900,36910,4360,-,5500,3250,42005,13390,18863,9280,11585,55852,37060,4283,19200,407221,27950,34395,9900,4780,4360,-,5500,3250,58155,13888,20456,9560,16585,133125,38935,7183,19200,286883,27950,33900,9900,2980,4360,-,1800,3250,38705,18970,10555,13280,11585,49105,37060,4283,19200
"① 재생에너지","폐기물",소계,자가용,174086,7200,6295,5000,2900,-,8800,1500,-,31388,868,4740,430,5000,84366,5135,9000,1464,66101,7200,5800,5000,1100,-,8800,3700,120,15238,120,2298,5012,-,-,3100,7281,1332,184819,7200,6295,5000,2900,-,8800,3700,120,35788,618,4998,1292,5000,84020,7575,10181,1332
"① 재생에너지","폐기물",폐가스,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",폐가스,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",폐가스,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",산업폐기물,계,199435,-,-,-,38010,4360,4800,-,2502,29083,-,17949,5850,3531,85040,5560,2750,-,168042,-,-,-,4080,4360,4800,2200,3002,29083,-,13942,9850,3535,85040,5400,2750,-,163442,-,-,-,4080,4360,4800,2200,3002,29083,-,6741,9850,3535,85040,8000,2750,-
"① 재생에너지","폐기물",산업폐기물,사업용,105701,-,-,-,36910,4360,-,-,2502,26155,-,17063,5850,3531,1020,5560,2750,-,152128,-,-,-,2980,4360,-,-,3002,26155,-,13056,5850,3535,85040,5400,2750,-,64908,-,-,-,2980,4360,-,-,3002,26155,-,5855,9850,3535,1020,5400,2750,-
"① 재생에너지","폐기물",산업폐기물,자가용,93734,-,-,-,1100,-,4800,-,-,2928,-,886,-,-,84020,-,-,-,15914,-,-,-,1100,-,4800,2200,-,2928,-,886,4000,-,-,-,-,-,98534,-,-,-,1100,-,4800,2200,-,2928,-,886,-,-,84020,2600,-,-
"① 재생에너지","폐기물",생활폐기물,계,173020,35150,5800,11900,1800,-,-,1500,-,41360,4258,3854,870,11000,346,23985,10533,20664,167813,35150,5800,5000,1800,-,-,1500,120,41360,4008,4112,1732,11000,-,23985,11714,20532,173393,35150,5800,5000,1800,-,-,1500,120,41360,9588,4112,1732,11000,-,23985,11714,20532
"① 재생에너지","폐기물",생활폐기물,사업용,100163,27950,-,9900,-,-,-,-,-,12900,3390,-,440,6000,-,18850,1533,19200,121626,27950,-,-,1800,-,-,-,-,29050,3888,2700,720,11000,-,20885,4433,19200,91603,27950,-,-,-,-,-,-,-,8500,8970,-,440,6000,-,19010,1533,19200
"① 재생에너지","폐기물",생활폐기물,자가용,72857,7200,5800,2000,1800,-,-,1500,-,28460,868,3854,430,5000,346,5135,9000,1464,46187,7200,5800,5000,-,-,-,1500,120,12310,120,1412,1012,-,-,3100,7281,1332,81790,7200,5800,5000,1800,-,-,1500,120,32860,618,4112,1292,5000,-,4975,10181,1332
"① 재생에너지","폐기물",SRF,계,134919,-,34395,3000,-,-,4000,5500,748,2950,10000,1800,2990,2054,54832,12650,-,-,137467,-,34395,9900,-,-,4000,5500,248,2950,10000,4700,2990,2050,48085,12650,-,-,134867,-,34395,9900,-,-,4000,1800,248,4050,10000,4700,2990,2050,48085,12650,-,-
"① 재생에너지","폐기물",SRF,사업용,127424,-,33900,-,-,-,-,5500,748,2950,10000,1800,2990,2054,54832,12650,-,-,133467,-,34395,9900,-,-,-,5500,248,2950,10000,4700,2990,2050,48085,12650,-,-,130372,-,33900,9900,-,-,-,1800,248,4050,10000,4700,2990,2050,48085,12650,-,-
"① 재생에너지","폐기물",SRF,자가용,7495,-,495,3000,-,-,4000,-,-,-,-,-,-,-,-,-,-,-,4000,-,-,-,-,-,4000,-,-,-,-,-,-,-,-,-,-,-,4495,-,495,-,-,-,4000,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",시멘트킬른 보조연료,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",시멘트킬른 보조연료,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",정제연료유,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",정제연료유,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"② 신에너지","연료전지",소계,계,793708,69001,47786,1905,214333,1030,11072,30896,5291,231380,30226,19947,64244,6253,50440,6658,3187,60,891860,69748,42197,1985,228071,21778,11114,28116,5291,263671,34437,39767,64354,21418,50500,4307,5047,60,1062675,90526,42391,4985,228121,21777,11177,36231,5291,264470,98655,39827,84221,21458,68985,39154,5347,60
"② 신에너지","연료전지",소계,사업용,781804,67800,47280,1407,213720,315,7165,30678,5280,229610,30096,19800,63920,6060,50080,5878,2715,-,878549,68400,41680,1407,227265,21035,7165,27878,5280,261490,34296,39600,63920,21060,50080,3478,4515,-,1047969,89000,41680,4407,227265,21035,7165,35978,5280,261930,98496,39600,83720,21060,68560,38278,4515,-
"② 신에너지","연료전지",소계,자가용,11904,1201,506,498,613,715,3907,218,11,1770,130,147,324,193,360,780,472,60,13311,1348,517,578,806,743,3949,238,11,2181,141,167,434,358,420,829,532,60,14706,1526,711,578,856,742,4012,253,11,2540,159,227,501,398,425,876,832,60
"② 신에너지","IGCC",소계,계,346330,-,-,-,-,-,-,-,-,-,-,-,346330,-,-,-,-,-,346330,-,-,-,-,-,-,-,-,-,-,-,346330,-,-,-,-,-,346330,-,-,-,-,-,-,-,-,-,-,-,346330,-,-,-,-,-
"② 신에너지","IGCC",소계,사업용,346330,-,-,-,-,-,-,-,-,-,-,-,346330,-,-,-,-,-,346330,-,-,-,-,-,-,-,-,-,-,-,346330,-,-,-,-,-,346330,-,-,-,-,-,-,-,-,-,-,-,346330,-,-,-,-,-
