"에너지원별(1)","에너지원별(2)",에너지원별(3),사업/자가구분별(1),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"에너지원별(1)","에너지원별(2)",에너지원별(3),사업/자가구분별(1),전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,전국,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
"① 재생에너지","바이오",소계,사업용,187397,-,-,-,-,-,-,-,-,499,-,-,25300,160000,998,-,600,-,157700,-,-,-,-,20,-,-,-,250,3000,120,1090,-,-,-,113220,40000,84844,-,-,-,-,-,-,-,-,5720,72350,-,4940,999,-,-,835,-
"① 재생에너지","바이오",소계,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2981,-,600,-,-,-,-,-,-,631,-,-,-,-,-,1750,-,-,2922,-,800,-,-,-,-,-,-,-,500,392,-,-,-,-,330,900
"① 재생에너지","바이오",바이오가스,계,1499,-,-,-,-,-,-,-,-,499,-,-,400,-,-,-,600,-,5281,-,600,-,-,20,-,-,-,881,-,120,1090,-,-,1750,820,-,6316,-,800,-,-,-,-,-,-,720,500,392,840,999,-,-,1165,900
"① 재생에너지","바이오",바이오가스,사업용,1499,-,-,-,-,-,-,-,-,499,-,-,400,-,-,-,600,-,2300,-,-,-,-,20,-,-,-,250,-,120,1090,-,-,-,820,-,3394,-,-,-,-,-,-,-,-,720,-,-,840,999,-,-,835,-
"① 재생에너지","바이오",바이오가스,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2981,-,600,-,-,-,-,-,-,631,-,-,-,-,-,1750,-,-,2922,-,800,-,-,-,-,-,-,-,500,392,-,-,-,-,330,900
"① 재생에너지","바이오",매립지가스,계,998,-,-,-,-,-,-,-,-,-,-,-,-,-,998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",매립지가스,사업용,998,-,-,-,-,-,-,-,-,-,-,-,-,-,998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",매립지가스,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",우드칩,계,8037,-,-,-,-,-,-,-,-,-,-,-,-,8037,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",우드칩,사업용,8037,-,-,-,-,-,-,-,-,-,-,-,-,8037,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",우드칩,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",목재펠릿,계,151963,-,-,-,-,-,-,-,-,-,-,-,-,151963,-,-,-,-,115400,-,-,-,-,-,-,-,-,-,3000,-,-,-,-,-,112400,-,72350,-,-,-,-,-,-,-,-,-,72350,-,-,-,-,-,-,-
"① 재생에너지","바이오",목재펠릿,사업용,151963,-,-,-,-,-,-,-,-,-,-,-,-,151963,-,-,-,-,115400,-,-,-,-,-,-,-,-,-,3000,-,-,-,-,-,112400,-,72350,-,-,-,-,-,-,-,-,-,72350,-,-,-,-,-,-,-
"① 재생에너지","바이오",목재펠릿,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",폐목재,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",폐목재,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",폐목재,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",흑액,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",흑액,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",하수슬러지고형연료,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",하수슬러지고형연료,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",Bio-SRF,계,24900,-,-,-,-,-,-,-,-,-,-,-,24900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9100,-,-,-,-,-,-,-,-,5000,-,-,4100,-,-,-,-,-
"① 재생에너지","바이오",Bio-SRF,사업용,24900,-,-,-,-,-,-,-,-,-,-,-,24900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9100,-,-,-,-,-,-,-,-,5000,-,-,4100,-,-,-,-,-
"① 재생에너지","바이오",Bio-SRF,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",바이오중유,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","바이오",바이오중유,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",소계,계,90415,-,495,-,1100,-,4800,-,-,-,-,-,-,-,84020,-,-,-,12653,-,-,3000,-,-,-,-,120,-,-,3290,4862,-,-,-,1381,-,8180,-,-,-,-,-,-,-,-,-,5580,-,-,-,-,2600,-,-
"① 재생에너지","폐기물",소계,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2900,-,-,-,-,-,-,-,-,-,-,2900,-,-,-,-,-,-,5580,-,-,-,-,-,-,-,-,-,5580,-,-,-,-,-,-,-
"① 재생에너지","폐기물",소계,자가용,90415,-,495,-,1100,-,4800,-,-,-,-,-,-,-,84020,-,-,-,9753,-,-,3000,-,-,-,-,120,-,-,390,4862,-,-,-,1381,-,2600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2600,-,-
"① 재생에너지","폐기물",폐가스,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",폐가스,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",폐가스,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",산업폐기물,계,89920,-,-,-,1100,-,4800,-,-,-,-,-,-,-,84020,-,-,-,4000,-,-,-,-,-,-,-,-,-,-,-,4000,-,-,-,-,-,2600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2600,-,-
"① 재생에너지","폐기물",산업폐기물,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",산업폐기물,자가용,89920,-,-,-,1100,-,4800,-,-,-,-,-,-,-,84020,-,-,-,4000,-,-,-,-,-,-,-,-,-,-,-,4000,-,-,-,-,-,2600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2600,-,-
"① 재생에너지","폐기물",생활폐기물,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5753,-,-,3000,-,-,-,-,120,-,-,390,862,-,-,-,1381,-,5580,-,-,-,-,-,-,-,-,-,5580,-,-,-,-,-,-,-
"① 재생에너지","폐기물",생활폐기물,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5580,-,-,-,-,-,-,-,-,-,5580,-,-,-,-,-,-,-
"① 재생에너지","폐기물",생활폐기물,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5753,-,-,3000,-,-,-,-,120,-,-,390,862,-,-,-,1381,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",SRF,계,495,-,495,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2900,-,-,-,-,-,-,-,-,-,-,2900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",SRF,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2900,-,-,-,-,-,-,-,-,-,-,2900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",SRF,자가용,495,-,495,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",시멘트킬른 보조연료,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",시멘트킬른 보조연료,자가용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",정제연료유,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"① 재생에너지","폐기물",정제연료유,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"② 신에너지","연료전지",소계,계,179050,183,9972,334,60594,428,6345,20740,-,30012,15071,19835,40,-,15052,174,270,-,119523,764,11,90,16160,20760,58,40,-,40343,4211,19820,111,15165,60,70,1860,-,170872,20740,196,3030,51,5,65,8120,-,802,64218,60,19870,40,18505,34850,320,-
"② 신에너지","연료전지",소계,사업용,176990,-,9680,210,60280,315,6265,20740,-,29700,15000,19800,-,-,15000,-,-,-,117945,600,-,-,15945,20720,-,-,-,39880,4200,19800,-,15000,-,-,1800,-,169420,20600,-,3000,-,-,-,8100,-,440,64200,-,19800,-,18480,34800,-,-
"② 신에너지","연료전지",소계,자가용,2060,183,292,124,314,113,80,-,-,312,71,35,40,-,52,174,270,-,1578,164,11,90,215,40,58,40,-,463,11,20,111,165,60,70,60,-,1452,140,196,30,51,5,65,20,-,362,18,60,70,40,25,50,320,-
"② 신에너지","IGCC",소계,계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"② 신에너지","IGCC",소계,사업용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
